order_id,order_date,order_year,order_month,order_day,order_hour,order_minute,order_second,is_weekend,order_status,return_reason,customer_id,customer_name,gender,age,customer_segment,country,city,customer_loyalty_score,total_orders_by_customer,account_creation_date,product_id,product_name,category,sub_category,brand,product_rating_avg,product_reviews_count,stock_quantity,unit_price_usd,quantity,discount_percent,discount_amount_usd,total_price_usd,cost_usd,profit_usd,tax_usd,currency,payment_method,payment_status,installment_plan,shipping_method,shipping_cost_usd,delivery_days,shipping_country,warehouse_location,delivery_status,rating,review_sentiment,customer_feedback,coupon_used,coupon_code,campaign_source,device_type,traffic_source,session_duration_minutes,pages_visited,abandoned_cart_before,fraud_risk_score,profit_margin_percent,order_priority,support_ticket_created
ORD-O4C1P,2025-05-06 05:27:39.494938,2025,5,6,5,27,39,No,Completed,,CUS-TFU5T,Matthew Smith,Male,52,Regular,United States,Chicago,76.9,38,2025-03-06,PRD-HRX3,Casual Sneakers,Clothing,Accessories,Huawei,3.6,2173,963,103.47,1,10,10.35,93.12,60.51,32.61,5.64,USD,Debit Card,Paid,No,Standard,6.11,8,United States,USA-West,Delivered,1,Negative,Not satisfied,No,,Affiliate,Mobile,Referral,33.9,4,No,58.5,35.02,Medium,Yes
ORD-8BGUY,2025-01-27 18:27:53.185362,2025,1,27,18,27,53,No,Completed,,CUS-TU3KC,Carly Cohen,Female,55,VIP,Spain,Barcelona,17.2,29,2022-06-22,PRD-PCVB,Denim Jeans Slim Fit,Clothing,Accessories,Anker,3.2,1909,486,84.59,3,5,12.69,241.08,102.51,138.57,15.68,USD,Bank Transfer,Paid,Yes,Standard,5.38,4,Spain,UK,Delivered,2,Negative,,Yes,CPN-55A,Email,Mobile,Social,42.2,20,No,97.7,57.48,Low,No
ORD-4Z7P5,2025-12-01 05:12:15.513212,2025,12,1,5,12,15,No,Completed,,CUS-Q8INC,Kelly Hernandez,Female,45,Regular,Netherlands,The Hague,68.1,15,2023-12-26,PRD-6EIK,Swimming Goggles,Sports,Gym Equipment,Dell,3.7,96,184,177.38,3,10,53.21,478.93,226.92,252.01,39.09,USD,Apple Pay,Paid,No,Next Day,0.49,5,Netherlands,EU-Central,Failed,4,Positive,Highly recommended,Yes,CPN-VP8,Instagram,Desktop,Direct,20.0,8,Yes,16.5,52.62,High,Yes
ORD-1UGVF,2025-06-27 02:35:18.139831,2025,6,27,2,35,18,No,Pending,,CUS-HI6W5,Tara Bishop,Female,29,Regular,Canada,Vancouver,91.4,39,2022-02-14,PRD-MQJD,Winter Jacket Waterproof,Clothing,Accessories,Baseus,3.4,2754,850,147.04,3,15,66.17,374.95,262.89,112.06,33.03,USD,Credit Card,Paid,No,Express,23.47,14,Canada,USA-West,Delivered,1,Negative,,Yes,CPN-7OS,Organic,Mobile,Referral,47.1,1,Yes,45.4,29.89,High,No
ORD-BS8QV,2024-08-04 10:04:20.104069,2024,8,4,10,4,20,Yes,Completed,,CUS-N7IBG,Casey Harper,Female,55,Regular,Spain,Valencia,25.8,1,2022-06-18,PRD-B9CB,Screen Protector Tempered Glass,Electronics,Audio,Baseus,3.5,1178,899,177.07,1,0,0.0,177.07,107.36,69.71,14.5,USD,Bank Transfer,Paid,No,Express,9.65,13,Spain,USA-West,Delivered,2,Negative,Great product!,Yes,CPN-H1Z,Google Ads,Tablet,Social,47.3,18,Yes,38.4,39.37,Low,Yes
ORD-HRFTC,2024-12-01 08:15:28.517892,2024,12,1,8,15,28,Yes,Completed,,CUS-GF48F,Mr. Christopher Johnson,Male,63,VIP,Spain,Seville,75.2,10,2024-09-30,PRD-25JQ,4K Webcam Pro,Electronics,Audio,Nikon,4.4,1818,435,423.02,4,15,253.81,1438.27,844.36,593.91,87.64,USD,Debit Card,Paid,Yes,Standard,7.62,14,Spain,Asia-Pacific,Delivered,3,Neutral,Could be better,Yes,CPN-8Z4,Google Ads,Desktop,Email,2.6,15,Yes,27.1,41.29,Low,No
ORD-CBFZO,2025-01-08 15:51:43.674667,2025,1,8,15,51,43,No,Returned,Better Price Elsewhere,CUS-W7WE8,Lisa Young,Female,75,Regular,United Kingdom,Glasgow,47.4,18,2021-07-25,PRD-LL4G,Digital Thermometer,Health,Supplements,Lenovo,3.3,2982,749,167.74,2,0,0.0,335.48,182.08,153.4,23.74,USD,PayPal,Paid,No,Economy,3.22,12,United Kingdom,UK,Delivered,5,Positive,Not satisfied,No,,Instagram,Tablet,Email,43.9,20,Yes,64.4,45.73,Low,No
ORD-5HDXG,2024-12-20 20:24:54.559052,2024,12,20,20,24,54,No,Completed,,CUS-E7EZ8,Mark Allen,Male,51,Regular,Germany,Frankfurt,86.0,22,2022-04-25,PRD-DW8O,Tennis Balls Pack,Sports,Accessories,Nikon,4.8,3035,78,238.66,5,5,59.66,1133.64,526.15,607.49,94.28,USD,Debit Card,Paid,No,Express,7.14,9,Germany,USA-West,Delivered,3,Neutral,Good value for money,Yes,CPN-S36,Facebook,Mobile,Search,33.2,7,Yes,85.1,53.59,Low,Yes
ORD-YRQ42,2025-07-28 03:19:12.342091,2025,7,28,3,19,12,No,Completed,,CUS-4VY42,Rebecca Anderson,Female,33,Premium,United Kingdom,London,0.8,2,2022-05-13,PRD-D135,Exercise Ball,Sports,Accessories,Nikon,4.4,335,854,154.19,4,0,0.0,616.76,279.8,336.96,60.67,USD,Debit Card,Paid,Yes,Next Day,1.32,5,United Kingdom,EU-Central,Delivered,3,Neutral,Great product!,Yes,CPN-RJY,Facebook,Mobile,Referral,32.0,4,Yes,6.4,54.63,Low,Yes
ORD-PABEF,2025-08-01 17:20:13.369814,2025,8,1,17,20,13,No,Completed,,CUS-1OI6L,Christian Holt,Male,28,Premium,Canada,Vancouver,7.0,26,2025-06-22,PRD-IICF,Sports Bra High Impact,Clothing,Accessories,Baseus,3.1,2392,500,47.63,4,15,28.58,161.94,89.28,72.66,9.19,USD,Debit Card,Paid,No,Next Day,21.98,3,Canada,USA-West,Delivered,2,Negative,Good value for money,No,,Email,Mobile,Referral,49.9,5,Yes,51.6,44.87,Medium,Yes
ORD-ODHEE,2025-06-03 17:16:16.846183,2025,6,3,17,16,16,No,Completed,,CUS-UM3GO,Dr. Jason Nelson,Male,65,VIP,Germany,Berlin,82.7,42,2025-04-12,PRD-7C5O,Digital Thermometer,Health,Supplements,Xiaomi,4.2,2636,748,157.78,2,10,31.56,284.0,157.04,126.96,15.9,USD,Credit Card,Paid,No,Economy,8.38,8,Germany,Asia-Pacific,Delivered,4,Positive,,No,,Email,Tablet,Search,10.0,13,No,55.2,44.7,Medium,No
ORD-558UM,2026-01-02 16:52:53.499276,2026,1,2,16,52,53,No,Completed,,CUS-94NGT,Susan Schultz,Female,64,Regular,United Kingdom,Glasgow,55.9,13,2024-03-19,PRD-9GB3,Screen Protector Tempered Glass,Electronics,Cameras,Baseus,3.5,162,3,126.59,5,20,126.59,506.36,314.54999999999995,191.81,35.34,USD,Debit Card,Paid,No,Economy,15.21,14,United Kingdom,USA-East,Delivered,2,Negative,Fast delivery,Yes,CPN-6K4,Affiliate,Desktop,Email,35.8,13,Yes,38.3,37.88,Medium,Yes
ORD-S5HXU,2025-11-13 21:38:49.060918,2025,11,13,21,38,49,No,Completed,,CUS-T14GF,Ashley Howell,Female,55,Regular,United States,Los Angeles,72.7,30,2022-10-31,PRD-XH8Q,Desk Lamp LED,Home,Furniture,HP,3.2,3397,937,206.3,2,0,0.0,412.6,191.82,220.78,35.61,USD,Debit Card,Paid,Yes,Express,5.53,4,United States,Asia-Pacific,Delivered,2,Negative,Highly recommended,Yes,CPN-X4D,Affiliate,Desktop,Search,57.3,11,Yes,98.4,53.51,Low,Yes
ORD-2HPO6,2024-06-29 05:29:59.356835,2024,6,29,5,29,59,Yes,Completed,,CUS-C5RFK,Patrick Pacheco,Male,44,Premium,Germany,Frankfurt,29.5,43,2024-06-04,PRD-S9ML,Vacuum Robot Cleaner,Home,Appliances,Asus,3.1,554,818,84.5,2,10,16.9,152.1,117.16,34.94,14.05,USD,Apple Pay,Paid,No,Standard,5.64,6,Germany,EU-Central,Delivered,4,Positive,Could be better,Yes,CPN-PCC,Facebook,Desktop,Referral,25.2,16,Yes,86.7,22.97,Low,No
ORD-BQH2T,2024-09-10 18:31:09.385518,2024,9,10,18,31,9,No,Pending,,CUS-RL0FR,Jennifer Richardson,Female,75,Premium,Canada,Ottawa,16.0,44,2024-04-23,PRD-C1G6,Wireless Mouse 2.4GHz,Electronics,Audio,Nike,3.9,1643,496,164.18,2,0,0.0,328.36,228.84,99.52,22.34,USD,Credit Card,Failed,No,Next Day,21.9,5,Canada,USA-East,Delivered,5,Positive,Great product!,Yes,CPN-SJV,Facebook,Tablet,Search,4.3,18,Yes,9.5,30.31,Medium,No
ORD-LEADW,2024-03-08 22:03:24.866705,2024,3,8,22,3,24,No,Completed,,CUS-PV16M,Christopher Patel,Male,59,Regular,France,Toulouse,40.7,13,2022-07-29,PRD-1MG7,Vitamin C Tablets,Health,Supplements,JBL,4.0,2287,120,149.81,3,15,67.41,382.02,241.53000000000003,140.49,35.81,USD,Bank Transfer,Paid,Yes,Standard,22.88,8,France,UK,Pending,4,Positive,Average quality,No,,Organic,Desktop,Search,30.7,7,Yes,92.8,36.78,Low,Yes
ORD-MSENI,2025-02-12 04:50:14.246697,2025,2,12,4,50,14,No,Completed,,CUS-EMO7T,Sonya Le,Female,24,Regular,France,Toulouse,94.3,6,2021-04-22,PRD-4C5F,Jump Rope Speed,Sports,Sports Wear,HP,3.6,3751,601,218.0,5,0,0.0,1090.0,462.55,627.45,101.79,USD,Bank Transfer,Paid,Yes,Next Day,23.08,7,France,EU-Central,Delivered,1,Negative,Good value for money,Yes,CPN-0DP,Affiliate,Mobile,Search,21.8,7,Yes,81.0,57.56,Low,No
ORD-WNF22,2025-09-17 14:30:39.407539,2025,9,17,14,30,39,No,Completed,,CUS-UEVB9,Jonathan Ramos,Male,75,VIP,Netherlands,Utrecht,5.6,37,2024-10-13,PRD-B2AE,Treadmill Folding,Sports,Accessories,Lenovo,4.8,2147,203,223.42,5,0,0.0,1117.1,625.75,491.35,65.71,USD,PayPal,Paid,Yes,Standard,5.24,4,Netherlands,Asia-Pacific,Delivered,2,Negative,Highly recommended,No,,Instagram,Mobile,Referral,48.3,1,No,98.0,43.98,High,Yes
ORD-GMZUL,2025-06-22 07:55:06.332675,2025,6,22,7,55,6,Yes,Returned,Changed Mind,CUS-1UP8G,Jeffrey Johnson,Male,67,Regular,Germany,Frankfurt,64.9,30,2024-03-21,PRD-7KKV,Running Shoes Air Zoom,Clothing,Accessories,JBL,4.9,4969,964,64.71,5,5,16.18,307.37,225.65,81.72,20.77,USD,Debit Card,Paid,Yes,Express,3.03,13,Germany,USA-East,Delivered,2,Negative,,No,,Google Ads,Tablet,Search,22.1,1,Yes,33.1,26.59,Low,No
ORD-2VX7V,2024-08-15 10:08:45.667974,2024,8,15,10,8,45,No,Returned,Not As Described,CUS-YC43M,Daniel Eaton,Male,56,Regular,Italy,Florence,70.9,16,2022-03-02,PRD-HEBV,Swimming Goggles,Sports,Outdoor,GoPro,3.8,3562,530,206.43,5,25,258.04,774.11,669.05,105.06,46.94,USD,Apple Pay,Paid,Yes,Standard,22.5,3,Italy,Asia-Pacific,Delivered,3,Neutral,Excellent!,Yes,CPN-H5C,Affiliate,Tablet,Search,30.9,7,Yes,23.6,13.57,High,Yes
ORD-M6VFG,2024-09-03 11:25:50.842368,2024,9,3,11,25,50,No,Returned,Wrong Item,CUS-2DATW,Kayla Morgan,Female,65,Premium,France,Nice,22.2,15,2021-07-10,PRD-OFS9,Cotton T-Shirt Pack,Clothing,Kids Wear,Philips,3.3,4951,477,113.67,4,20,90.94,363.74,236.52,127.22,22.23,USD,Credit Card,Paid,Yes,Next Day,0.91,1,France,USA-West,Delivered,1,Negative,Not satisfied,Yes,CPN-NYY,Google Ads,Desktop,Referral,50.6,17,Yes,67.1,34.98,High,Yes
ORD-XFU7W,2025-11-27 21:50:37.374873,2025,11,27,21,50,37,No,Completed,,CUS-9YKSV,Jessica Nunez,Female,63,Regular,Italy,Milan,22.0,39,2022-08-26,PRD-0E2O,Digital Thermometer,Health,Personal Care,Apple,3.4,3517,750,159.35,2,5,15.94,302.76,193.0,109.76,23.28,USD,PayPal,Paid,Yes,Economy,11.08,2,Italy,USA-West,Delivered,4,Positive,Good value for money,No,,Organic,Desktop,Social,7.8,2,Yes,74.3,36.25,Medium,No
ORD-XKZ6T,2025-10-13 01:00:23.031350,2025,10,13,1,0,23,No,Processing,,CUS-U8J78,Amy Guerrero,Female,70,Regular,Germany,Hamburg,8.7,21,2021-12-02,PRD-VYWM,Laptop Backpack Waterproof,Electronics,Tablets,Nikon,3.2,933,878,376.36,2,15,112.91,639.81,332.7,307.11,49.84,USD,Apple Pay,Paid,Yes,Economy,24.12,13,Germany,EU-Central,Delivered,2,Negative,Highly recommended,No,,Google Ads,Desktop,Referral,57.8,15,Yes,12.9,48.0,High,Yes
ORD-LDYKL,2026-01-02 11:30:49.698274,2026,1,2,11,30,49,No,Returned,Better Price Elsewhere,CUS-0E24V,Andrea Lloyd,Female,19,Premium,Italy,Milan,6.2,10,2021-12-10,PRD-49N8,Gaming Mechanical Keyboard RGB,Electronics,Audio,Fitbit,3.9,2120,398,470.1,5,5,117.53,2232.97,1508.35,724.62,220.02,USD,Bank Transfer,Paid,No,Standard,7.18,7,Italy,USA-East,Delivered,4,Positive,Could be better,No,,Organic,Mobile,Search,29.7,12,No,70.8,32.45,Medium,No
ORD-TSU7E,2024-07-01 16:45:44.340915,2024,7,1,16,45,44,No,Completed,,CUS-9DHUI,Travis Nelson,Male,52,Regular,Spain,Valencia,71.6,11,2022-01-09,PRD-GSE1,Desk Lamp LED,Home,Furniture,Philips,5.0,1318,482,39.63,2,5,3.96,75.3,46.86,28.44,7.46,USD,Bank Transfer,Paid,No,Standard,6.87,5,Spain,USA-East,Delivered,3,Neutral,,Yes,CPN-Q97,Email,Desktop,Direct,29.3,8,No,77.4,37.77,Low,Yes
ORD-590HE,2024-10-14 20:20:25.825202,2024,10,14,20,20,25,No,Completed,,CUS-ARPWW,Patrick Patton,Male,63,Premium,France,Marseille,51.2,1,2024-04-02,PRD-5VI1,Cotton T-Shirt Pack,Clothing,Accessories,Dell,3.4,3044,991,93.59,5,10,46.8,421.15,226.15,195.0,28.8,USD,Credit Card,Paid,Yes,Express,16.29,8,France,EU-Central,Delivered,1,Negative,Not satisfied,No,,Instagram,Desktop,Referral,27.7,20,No,23.4,46.3,Low,Yes
ORD-JVE2V,2024-11-26 10:36:39.910461,2024,11,26,10,36,39,No,Cancelled,,CUS-ILALB,Ian Phillips,Male,50,Regular,France,Nice,64.0,50,2022-04-11,PRD-ETGD,Fitness Smart Band,Health,Supplements,Nikon,3.2,492,567,59.74,2,0,0.0,119.48,81.72,37.76,6.82,USD,Credit Card,Pending,Yes,Standard,16.13,9,France,Asia-Pacific,Delivered,2,Negative,Fast delivery,No,,Facebook,Mobile,Search,33.7,2,No,81.5,31.6,Medium,No
ORD-P5YED,2025-05-06 11:55:33.541175,2025,5,6,11,55,33,No,Completed,,CUS-VVN49,Miss Michelle Vaughan,Female,47,Regular,Canada,Toronto,22.5,4,2021-04-10,PRD-M532,Casual Sneakers,Clothing,Accessories,Logitech,4.7,1834,427,27.75,4,10,11.1,99.9,58.36,41.54,7.78,USD,Bank Transfer,Paid,No,Next Day,15.77,7,Canada,USA-East,Delivered,1,Negative,Could be better,Yes,CPN-VO6,Instagram,Desktop,Social,53.0,17,No,57.8,41.58,Medium,Yes
ORD-WTAIQ,2025-11-29 08:47:30.101678,2025,11,29,8,47,30,Yes,Completed,,CUS-5G7LO,Dave Andersen,Male,26,Regular,Australia,Melbourne,73.2,7,2024-03-05,PRD-KBFL,Vitamin C Tablets,Health,Medical Devices,Nikon,3.8,1499,36,19.37,5,15,14.53,82.32,56.1,26.22,6.1,USD,Bank Transfer,Paid,No,Express,7.01,2,Australia,UK,Delivered,2,Negative,,Yes,CPN-MXW,Email,Mobile,Social,7.2,13,Yes,60.0,31.85,Medium,No
ORD-9GIVS,2024-08-04 22:06:15.889533,2024,8,4,22,6,15,Yes,Completed,,CUS-QRC1M,Brittany Harris,Female,57,Premium,United Kingdom,Glasgow,1.5,22,2023-04-30,PRD-2DQF,Storage Box Set,Home,Appliances,Logitech,3.9,4736,18,184.32,4,0,0.0,737.28,355.76,381.52,71.93,USD,PayPal,Paid,Yes,Express,13.35,14,United Kingdom,USA-West,Delivered,3,Neutral,Great product!,Yes,CPN-WT5,Affiliate,Tablet,Email,11.7,1,No,82.2,51.75,High,No
ORD-IIWTB,2025-07-26 05:28:19.199376,2025,7,26,5,28,19,Yes,Completed,,CUS-RNANL,Denise Daniels,Female,22,Regular,Italy,Turin,80.5,13,2025-06-11,PRD-NTQJ,Air Fryer 5L,Home,Decor,Sony,3.6,3794,523,20.51,4,10,8.2,73.84,49.6,24.24,6.39,USD,Debit Card,Paid,No,Economy,17.17,12,Italy,Asia-Pacific,Delivered,5,Positive,,Yes,CPN-KHK,Organic,Desktop,Referral,18.1,20,No,84.8,32.83,Low,Yes
ORD-N704X,2025-06-24 01:28:48.638797,2025,6,24,1,28,48,No,Cancelled,,CUS-04QUM,Katherine Ramos,Female,57,VIP,Canada,Calgary,13.5,35,2021-04-28,PRD-DV4W,Storage Box Set,Home,Kitchen,Philips,4.6,2554,6,258.44,4,0,0.0,1033.76,532.68,501.08,79.12,USD,Debit Card,Failed,No,Economy,10.75,2,Canada,Asia-Pacific,Failed,4,Positive,Average quality,Yes,CPN-UOD,Affiliate,Tablet,Referral,2.6,5,Yes,44.5,48.47,Medium,No
ORD-RU0RE,2024-06-22 01:06:10.590852,2024,6,22,1,6,10,Yes,Completed,,CUS-2TBNY,Hannah Hernandez,Female,74,Premium,Italy,Florence,16.4,12,2024-01-15,PRD-PUNX,Electric Toothbrush,Home,Kitchen,Adidas,4.1,514,154,40.72,1,10,4.07,36.65,25.31,11.34,3.49,USD,PayPal,Paid,No,Standard,1.16,10,Italy,UK,Delivered,1,Negative,Fast delivery,Yes,CPN-803,Organic,Mobile,Search,22.3,3,Yes,40.0,30.94,Medium,Yes
ORD-461NV,2024-06-22 16:39:54.172199,2024,6,22,16,39,54,Yes,Completed,,CUS-WYJP7,Nancy Jimenez,Female,18,Premium,Australia,Melbourne,23.1,42,2024-03-13,PRD-1DIZ,Cotton T-Shirt Pack,Clothing,Mens Wear,Lenovo,4.6,3470,349,44.45,3,20,26.67,106.68,54.17999999999999,52.5,9.16,USD,PayPal,Paid,No,Standard,0.65,9,Australia,USA-East,In Transit,3,Neutral,Average quality,Yes,CPN-OXV,Email,Tablet,Direct,24.5,17,Yes,53.6,49.21,Low,Yes
ORD-DIPNR,2025-12-04 08:33:25.022996,2025,12,4,8,33,25,No,Completed,,CUS-AWJGS,Alexander Shah,Male,36,Regular,United Kingdom,Birmingham,14.2,26,2021-12-01,PRD-9QM6,LED Strip Lights 5m,Home,Furniture,Philips,3.9,586,646,69.35,5,10,34.67,312.08,184.35,127.73,26.71,USD,Credit Card,Paid,Yes,Next Day,6.13,3,United Kingdom,UK,In Transit,2,Negative,Excellent!,No,,Affiliate,Desktop,Direct,55.1,18,No,73.3,40.93,Low,Yes
ORD-GLHK4,2024-02-05 01:30:19.192546,2024,2,5,1,30,19,No,Processing,,CUS-BYCKL,Shannon Gutierrez,Female,72,Regular,Germany,Cologne,84.9,20,2022-10-21,PRD-MXUX,USB-C Fast Charger 65W,Electronics,Audio,Nikon,3.3,2597,913,30.22,5,20,30.22,120.88,71.25,49.63,8.7,USD,Credit Card,Paid,Yes,Economy,11.5,5,Germany,UK,Delivered,4,Positive,Highly recommended,No,,Instagram,Tablet,Direct,58.0,8,Yes,21.9,41.06,Low,Yes
ORD-VUTYE,2025-03-23 04:20:49.327080,2025,3,23,4,20,49,Yes,Completed,,CUS-CAXGQ,Tammy Lindsey,Female,31,Premium,Netherlands,The Hague,46.5,20,2023-06-17,PRD-P57U,Smart Watch Series 8,Electronics,Smartphones,Nike,3.1,567,391,400.59,4,5,80.12,1522.24,979.96,542.28,104.28,USD,Credit Card,Paid,Yes,Express,21.48,14,Netherlands,USA-West,Delivered,2,Negative,,No,,Affiliate,Desktop,Email,4.9,6,No,59.1,35.62,High,Yes
ORD-1W5O0,2025-08-19 19:11:50.458078,2025,8,19,19,11,50,No,Completed,,CUS-G5VHH,Jose Evans,Male,46,Regular,France,Nice,7.2,41,2024-04-08,PRD-BJG2,Yoga Pants Leggings,Clothing,Womens Wear,JBL,3.1,3743,375,120.52,4,0,0.0,482.08,249.64,232.44,25.13,USD,PayPal,Paid,No,Express,19.19,4,France,USA-West,Delivered,1,Negative,Could be better,Yes,CPN-R0Z,Email,Tablet,Social,34.8,1,Yes,1.9,48.22,Low,Yes
ORD-CLY7E,2025-02-05 10:23:40.499609,2025,2,5,10,23,40,No,Pending,,CUS-8JRZ2,Stacey Valencia,Female,52,VIP,United States,Houston,1.4,24,2021-06-23,PRD-OC5P,Yoga Pants Leggings,Clothing,Kids Wear,Baseus,3.7,2516,77,39.22,2,5,3.92,74.52,51.66,22.86,6.27,USD,PayPal,Paid,No,Standard,22.52,2,United States,UK,In Transit,5,Positive,Highly recommended,Yes,CPN-RQT,Facebook,Desktop,Referral,5.6,18,No,37.6,30.68,High,Yes
ORD-ZL4CW,2025-01-02 04:38:29.138251,2025,1,2,4,38,29,No,Completed,,CUS-LNSHX,Ashley Collier,Female,18,VIP,Germany,Berlin,57.4,6,2022-05-17,PRD-0X16,Phone Case Shockproof,Electronics,Cameras,Dell,4.4,1643,501,264.67,3,0,0.0,794.01,417.48,376.53,47.66,USD,PayPal,Paid,Yes,Economy,12.04,9,Germany,USA-West,Delivered,3,Neutral,Could be better,No,,Affiliate,Tablet,Referral,10.0,3,Yes,67.5,47.42,Low,No
ORD-TSH5S,2025-11-05 08:08:20.265303,2025,11,5,8,8,20,No,Completed,,CUS-6L67F,Thomas Rios,Male,63,Regular,Netherlands,Utrecht,99.1,29,2023-09-11,PRD-MQI7,Wireless Mouse 2.4GHz,Electronics,Audio,Baseus,4.8,3842,749,265.22,5,0,0.0,1326.1,708.0,618.1,74.45,USD,PayPal,Paid,Yes,Express,3.21,14,Netherlands,UK,Failed,4,Positive,Good value for money,Yes,CPN-1CM,Google Ads,Tablet,Referral,30.6,8,No,77.6,46.61,Low,Yes
ORD-MHFAP,2025-08-12 21:29:15.637738,2025,8,12,21,29,15,No,Pending,,CUS-7D3LN,Sean Ware,Male,33,Premium,Belgium,Brussels,7.8,21,2024-02-20,PRD-CZSB,Wireless Mouse 2.4GHz,Electronics,Cameras,Adidas,4.4,2377,167,326.12,3,25,244.59,733.77,426.15,307.62,41.4,USD,PayPal,Failed,Yes,Express,16.83,4,Belgium,USA-East,Delivered,3,Neutral,Fast delivery,No,,Email,Tablet,Referral,41.0,7,Yes,41.0,41.92,Low,Yes
ORD-69H1Z,2025-05-13 10:20:03.083513,2025,5,13,10,20,3,No,Completed,,CUS-7ENRV,Michael Leonard,Male,38,Premium,Netherlands,Rotterdam,44.0,18,2023-10-22,PRD-MFXV,Electric Toothbrush,Home,Appliances,JBL,4.6,391,233,168.02,2,0,0.0,336.04,146.62,189.42,21.71,USD,Apple Pay,Paid,No,Economy,10.79,14,Netherlands,USA-West,In Transit,5,Positive,Good value for money,No,,Facebook,Desktop,Social,6.9,4,No,91.0,56.37,Medium,Yes
ORD-A57CW,2025-08-30 08:45:53.539412,2025,8,30,8,45,53,Yes,Completed,,CUS-9YIQY,Valerie Rivas,Female,46,Regular,United States,Chicago,74.4,42,2025-03-21,PRD-V2OF,Badminton Racket,Sports,Accessories,Apple,4.0,1352,605,214.08,3,10,64.22,578.02,404.34,173.68,57.4,USD,Credit Card,Paid,Yes,Express,21.27,5,United States,Asia-Pacific,In Transit,2,Negative,Excellent!,No,,Google Ads,Desktop,Search,13.6,12,No,61.1,30.05,Low,No
ORD-TWYH5,2024-09-10 07:57:59.605074,2024,9,10,7,57,59,No,Completed,,CUS-8L6WK,Melanie Douglas,Female,50,Regular,Belgium,Bruges,20.5,25,2022-01-05,PRD-HC11,Running Shoes Air Zoom,Clothing,Accessories,Adidas,3.0,899,277,71.63,2,0,0.0,143.26,97.74,45.52,9.91,USD,Debit Card,Paid,No,Economy,20.84,4,Belgium,UK,Delivered,5,Positive,Great product!,No,,Facebook,Tablet,Search,46.1,6,No,68.2,31.77,Medium,Yes
ORD-1F8H3,2024-09-25 22:04:15.899778,2024,9,25,22,4,15,No,Processing,,CUS-W4JIS,Jill Holmes,Female,36,Regular,Netherlands,Utrecht,20.6,42,2022-09-13,PRD-M7NZ,Air Fryer 5L,Home,Furniture,Canon,3.4,2828,910,148.59,3,15,66.87,378.9,216.06,162.84,28.1,USD,PayPal,Paid,No,Economy,23.46,7,Netherlands,USA-East,Delivered,5,Positive,Excellent!,Yes,CPN-INC,Organic,Mobile,Direct,25.4,9,Yes,38.6,42.98,Medium,No
ORD-U6FNI,2024-08-17 07:48:46.298853,2024,8,17,7,48,46,Yes,Completed,,CUS-Q996P,Philip West,Male,18,Premium,Italy,Florence,21.9,6,2024-02-26,PRD-PTE2,Digital Blood Pressure Monitor,Health,Supplements,Asus,3.9,2222,921,27.03,2,0,0.0,54.06,34.54,19.52,3.14,USD,Apple Pay,Paid,No,Express,21.63,4,Italy,USA-East,Delivered,5,Positive,,No,,Google Ads,Desktop,Referral,22.4,1,No,6.2,36.11,Low,No
ORD-ESL57,2025-11-06 20:20:20.238765,2025,11,6,20,20,20,No,Completed,,CUS-31TV7,Nathan Welch,Male,22,Regular,Belgium,Ghent,54.4,41,2021-08-12,PRD-CRPM,Yoga Pants Leggings,Clothing,Womens Wear,Apple,3.6,2062,431,123.11,4,20,98.49,393.95,240.92,153.03,23.21,USD,Credit Card,Paid,No,Express,4.84,12,Belgium,EU-Central,Delivered,1,Negative,Good value for money,No,,Google Ads,Desktop,Search,8.1,5,No,61.0,38.85,Medium,No
ORD-EZNXW,2025-02-12 14:39:46.531234,2025,2,12,14,39,46,No,Completed,,CUS-ZFR15,Shelby Escobar,Female,38,VIP,United Kingdom,London,54.7,37,2022-01-25,PRD-0QFG,Phone Case Shockproof,Electronics,Accessories,Nike,3.3,1913,679,199.29,4,0,0.0,797.16,409.36,387.8,48.65,USD,PayPal,Paid,Yes,Next Day,24.07,14,United Kingdom,Asia-Pacific,Delivered,4,Positive,Could be better,No,,Organic,Tablet,Social,52.9,7,No,34.8,48.65,High,Yes
ORD-04NS5,2024-05-06 00:46:18.832238,2024,5,6,0,46,18,No,Completed,,CUS-XB4HF,Brenda Lee,Female,26,Premium,Australia,Melbourne,12.9,15,2021-09-23,PRD-EJWZ,Hooded Sweatshirt,Clothing,Shoes,Nikon,4.1,3226,173,49.92,1,0,0.0,49.92,28.97,20.95,4.41,USD,Credit Card,Paid,No,Next Day,12.34,11,Australia,USA-West,In Transit,3,Neutral,Could be better,Yes,CPN-RYZ,Facebook,Mobile,Social,23.3,3,Yes,51.6,41.97,High,Yes
ORD-0LRGK,2024-12-20 12:58:20.417827,2024,12,20,12,58,20,No,Completed,,CUS-NBOKI,Chad Dillon,Male,71,Premium,Belgium,Antwerp,72.2,15,2022-07-25,PRD-28XB,Electric Toothbrush,Home,Decor,Adidas,3.8,3949,394,297.21,3,5,44.58,847.05,392.91,454.14,66.45,USD,PayPal,Paid,Yes,Next Day,9.63,4,Belgium,EU-Central,Delivered,3,Neutral,,Yes,CPN-KCI,Affiliate,Desktop,Search,12.0,16,No,34.8,53.61,Medium,Yes
